date,campaign_id,campaign_name,subgroup_id,subgroup_name,platform,impressions,clicks,cost,conversions,reach,frequency,video_views,engagement_rate,conversion_value,quality_score,likes,shares,comments,ctr,cpc,cpm,cpa,roas
2024-01-15,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,43789,856,560.9,22,,,,,1100,7,,,,0.0195,0.66,12.809152983626024,25.495454545454546,1.9611338919593511
2024-01-07,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,44567,878,567.2,22,,,,,1100,6,,,,0.0197,0.65,12.726905557924026,25.781818181818185,1.93935119887165
2024-01-22,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,42890,845,549.3,22,,,,,1100,7,,,,0.0197,0.65,12.807181161109815,24.968181818181815,2.0025486983433463
2024-01-01,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,45678,890,567.8,23,,,,,1150,7,,,,0.0195,0.64,12.430491702789087,24.686956521739127,2.0253610426206414
2024-01-29,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,44567,878,570.8,23,,,,,1150,7,,,,0.0197,0.65,12.807682814638634,24.817391304347826,2.0147161878065876
2024-01-19,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,44890,890,574.7,23,,,,,1150,7,,,,0.0198,0.65,12.802405881042549,24.986956521739131,2.0010440229685051
2024-01-10,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,45234,901,578.9,23,,,,,1150,7,,,,0.0199,0.64,12.797895388424637,25.169565217391302,1.9865261703230266
2024-01-12,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,46567,912,596.7,24,,,,,1200,7,,,,0.0196,0.65,12.813795176841971,24.8625,2.0110608345902463
2024-01-05,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,46234,912,589.3,24,,,,,1200,7,,,,0.0197,0.65,12.74603105939352,24.554166666666664,2.036314271169184
2024-01-16,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,45678,901,584.5,24,,,,,1200,7,,,,0.0197,0.65,12.796094399929943,24.354166666666668,2.0530367835757057
2024-01-27,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,45678,901,584.5,24,,,,,1200,7,,,,0.0197,0.65,12.796094399929943,24.354166666666668,2.0530367835757057
2024-01-30,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,45890,912,587.7,24,,,,,1200,7,,,,0.0199,0.64,12.806711701895839,24.4875,2.0418580908626849
2024-01-18,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,46123,923,590.3,24,,,,,1200,7,,,,0.02,0.64,12.798386921926154,24.595833333333331,2.0328646450957142
2024-01-23,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,45123,912,577.8,24,,,,,1200,7,,,,0.0202,0.63,12.804999667575293,24.075,2.0768431983385258
2024-01-26,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,47234,945,605.6,25,,,,,1250,7,,,,0.02,0.64,12.821272811957488,24.224,2.0640686922060767
2024-01-03,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,47890,967,623.5,25,,,,,1250,6,,,,0.0202,0.64,13.019419503027772,24.94,2.0048115477145148
2024-01-17,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,47234,967,605.6,25,,,,,1250,7,,,,0.0205,0.63,12.821272811957488,24.224,2.0640686922060767
2024-01-11,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,47890,934,612.5,26,,,,,1300,7,,,,0.0195,0.66,12.789726456462727,23.557692307692307,2.1224489795918369
2024-01-24,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,47890,978,613.5,26,,,,,1300,7,,,,0.0204,0.63,12.810607642514096,23.596153846153847,2.1189894050529747
2024-01-08,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,48234,989,634.7,26,,,,,1300,7,,,,0.0205,0.64,13.158767674254676,24.411538461538463,2.0482117535843702
2024-01-25,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,Google Ads,49567,1012,634.2,27,,,,,1350,7,,,,0.0204,0.63,12.794802993927412,23.488888888888891,2.1286660359508041
2024-01-21,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,21567,1089,207.8,41,,,,,2050,9,,,,0.0505,0.19,9.6350906477488767,5.0682926829268293,9.865255052935515
2024-01-14,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,21234,1089,207.8,41,,,,,2050,9,,,,0.0513,0.19,9.7861919562965074,5.0682926829268293,9.865255052935515
2024-01-03,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,22345,1123,213.4,42,,,,,2100,9,,,,0.0503,0.19,9.5502349518908041,5.0809523809523807,9.8406747891283963
2024-01-20,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,22345,1123,214.5,42,,,,,2100,9,,,,0.0503,0.19,9.5994629671067351,5.1071428571428568,9.79020979020979
2024-01-08,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,22567,1134,216.8,43,,,,,2150,9,,,,0.0503,0.19,9.6069481986972143,5.0418604651162795,9.9169741697416978
2024-01-13,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,22456,1156,220.4,43,,,,,2150,9,,,,0.0515,0.19,9.8147488421802649,5.1255813953488376,9.754990925589837
2024-01-28,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,23567,1189,226.8,44,,,,,2200,9,,,,0.0505,0.19,9.6236262570543563,5.1545454545454552,9.7001763668430332
2024-01-01,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,23456,1234,234.5,45,,,,,2250,9,,,,0.0526,0.19,9.99744201909959,5.2111111111111112,9.5948827292110881
2024-01-05,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,23890,1234,234.9,46,,,,,2300,9,,,,0.0517,0.19,9.83256592716618,5.1065217391304349,9.7914005959982973
2024-01-15,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,23890,1234,235.6,46,,,,,2300,9,,,,0.0517,0.19,9.8618668899120969,5.1217391304347828,9.762308998302208
2024-01-29,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,24890,1278,244.2,47,,,,,2350,9,,,,0.0513,0.19,9.8111691442346327,5.1957446808510639,9.6232596232596244
2024-01-06,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,24234,1267,241.2,47,,,,,2350,9,,,,0.0523,0.19,9.9529586531319634,5.1319148936170214,9.7429519071310118
2024-01-22,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,24234,1267,241.2,47,,,,,2350,9,,,,0.0523,0.19,9.9529586531319634,5.1319148936170214,9.7429519071310118
2024-01-10,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,24678,1289,245.9,48,,,,,2400,9,,,,0.0522,0.19,9.9643407083232027,5.1229166666666668,9.760065067100447
2024-01-02,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,24567,1289,245.6,48,,,,,2400,9,,,,0.0525,0.19,9.9971506492449222,5.1166666666666663,9.77198697068404
2024-01-19,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,24567,1289,246.8,48,,,,,2400,9,,,,0.0525,0.19,10.045996662189117,5.1416666666666666,9.7244732576985413
2024-01-27,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25234,1312,250.3,49,,,,,2450,9,,,,0.052,0.19,9.9191566933502422,5.1081632653061231,9.7882540950858967
2024-01-09,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25234,1312,250.3,49,,,,,2450,9,,,,0.052,0.19,9.9191566933502422,5.1081632653061231,9.7882540950858967
2024-01-12,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25123,1312,250.4,49,,,,,2450,9,,,,0.0522,0.19,9.9669625442821328,5.1102040816326531,9.7843450479233223
2024-01-04,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25678,1345,256.7,50,,,,,2500,9,,,,0.0524,0.19,9.9968844925617244,5.1339999999999995,9.7389949357226335
2024-01-30,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25456,1334,254.6,50,,,,,2500,9,,,,0.0524,0.19,10.001571338780641,5.092,9.8193244304791829
2024-01-16,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25456,1345,257.3,51,,,,,2550,9,,,,0.0528,0.19,10.107636706473915,5.0450980392156861,9.9106101826661472
2024-01-23,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25678,1356,259.4,51,,,,,2550,9,,,,0.0528,0.19,10.102032868603473,5.0862745098039213,9.8303777949113353
2024-01-11,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,26234,1378,263.4,52,,,,,2600,9,,,,0.0525,0.19,10.040405580544331,5.0653846153846152,9.8709187547456345
2024-01-18,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,25789,1389,265.2,52,,,,,2600,9,,,,0.0538,0.19,10.283454185893209,5.1,9.8039215686274517
2024-01-26,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,26789,1378,263.4,53,,,,,2650,9,,,,0.0515,0.19,9.832393893015789,4.969811320754717,10.06074411541382
2024-01-17,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,26789,1456,278.9,54,,,,,2700,9,,,,0.0544,0.19,10.410989585277539,5.1648148148148145,9.6808892076012913
2024-01-07,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,26789,1456,278.9,54,,,,,2700,9,,,,0.0544,0.19,10.410989585277539,5.1648148148148145,9.6808892076012913
2024-01-24,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,27123,1434,274.3,55,,,,,2750,9,,,,0.0529,0.19,10.113188069166391,4.9872727272727273,10.02551950419249
2024-01-21,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,62345,1989,365.4,57,,,,,2850,8,,,,0.0319,0.18,5.8609351190953562,6.4105263157894736,7.7996715927750415
2024-01-14,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,61890,2012,369.3,58,,,,,2900,8,,,,0.0325,0.18,5.96703829374697,6.3672413793103448,7.85269428648795
2024-01-25,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,Google Ads,28234,1512,287.6,58,,,,,2900,9,,,,0.0535,0.19,10.186300205426082,4.9586206896551728,10.083449235048677
2024-01-20,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,64890,2067,376.8,59,,,,,2950,8,,,,0.0319,0.18,5.8067498844197871,6.3864406779661023,7.8290870488322719
2024-01-13,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,63456,2089,382.6,60,,,,,3000,8,,,,0.0329,0.18,6.0293746848209784,6.3766666666666669,7.8410872974385777
2024-01-28,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,66234,2167,395.8,61,,,,,3050,8,,,,0.0327,0.18,5.9757828305704024,6.4885245901639346,7.7059120768064675
2024-01-10,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,68901,2267,414.2,64,,,,,3200,8,,,,0.0329,0.18,6.0115237804966544,6.471875,7.7257363592467412
2024-01-22,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,66789,2223,407.9,64,,,,,3200,8,,,,0.0333,0.18,6.107293117130066,6.3734375,7.8450600637411139
2024-01-04,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,69456,2234,412.3,65,,,,,3250,8,,,,0.0322,0.18,5.9361322275973283,6.3430769230769233,7.8826097501819063
2024-01-15,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,67234,2234,411.7,65,,,,,3250,8,,,,0.0332,0.18,6.1233899515126273,6.3338461538461539,7.8940976439154724
2024-01-07,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,70234,2289,419.5,66,,,,,3300,8,,,,0.0326,0.18,5.972890622775294,6.3560606060606064,7.8665077473182361
2024-01-12,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,69890,2334,428.9,66,,,,,3300,8,,,,0.0334,0.18,6.1367863785949348,6.4984848484848481,7.6941011890883662
2024-01-29,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,68456,2289,419.5,66,,,,,3300,8,,,,0.0334,0.18,6.1280238401308873,6.3560606060606064,7.8665077473182361
2024-01-19,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,69234,2301,423.5,67,,,,,3350,8,,,,0.0332,0.18,6.1169367651731807,6.32089552238806,7.9102715466351832
2024-01-01,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,67890,2345,423.6,67,,,,,3350,8,,,,0.0345,0.18,6.23950508174989,6.3223880597014928,7.9084041548630779
2024-01-27,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,70123,2356,431.2,68,,,,,3400,8,,,,0.0336,0.18,6.1491949859532529,6.341176470588235,7.8849721706864564
2024-01-30,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,70234,2367,432.1,68,,,,,3400,8,,,,0.0337,0.18,6.1522909132329069,6.3544117647058824,7.8685489470030081
2024-01-06,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,72345,2378,432.9,69,,,,,3450,8,,,,0.0329,0.18,5.9838274932614546,6.27391304347826,7.96950796950797
2024-01-16,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,70123,2378,435.8,69,,,,,3450,8,,,,0.0339,0.18,6.214794004820102,6.3159420289855071,7.91647544745296
2024-01-23,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,70234,2389,432.6,69,,,,,3450,8,,,,0.034,0.18,6.1594099723780511,6.269565217391305,7.9750346740638
2024-01-09,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,73456,2423,441.8,70,,,,,3500,8,,,,0.033,0.18,6.014484861685907,6.3114285714285714,7.9221367134449974
2024-01-18,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,71567,2412,442.3,70,,,,,3500,8,,,,0.0337,0.18,6.1802227283524527,6.3185714285714285,7.9131810988017177
2024-01-26,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,72890,2434,450.2,71,,,,,3550,8,,,,0.0334,0.18,6.1764302373439426,6.3408450704225352,7.885384273656153
2024-01-11,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,71234,2456,445.8,71,,,,,3550,8,,,,0.0345,0.18,6.25824746609765,6.27887323943662,7.9632122027815164
2024-01-02,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,71234,2456,445.8,71,,,,,3550,8,,,,0.0345,0.18,6.25824746609765,6.27887323943662,7.9632122027815164
2024-01-17,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,72456,2489,450.7,72,,,,,3600,8,,,,0.0344,0.18,6.2203268190350007,6.259722222222222,7.987574883514533
2024-01-24,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,73456,2501,456.7,73,,,,,3650,8,,,,0.034,0.18,6.2173273796558481,6.2561643835616438,7.9921173636960807
2024-01-25,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,Google Ads,75234,2567,467.8,75,,,,,3750,8,,,,0.0341,0.18,6.2179333811840394,6.2373333333333338,8.01624625908508
